Score,Název,IČO,Město,Kraj,Email,Telefon,Typ,Tier
75,Lékárna Milosrdných bratří Letovice,15531686,Letovice,Jihomoravský kraj,lekarna.letovice@milosrdni.cz,516474947,Lékárna,Tier 3
75,LÉKÁRNA MOFA,25011936,Most,Ústecký kraj,mofamost@seznam.cz,478 618 542,Lékárna,Tier 2
75,Lékárna Na Bezděkově,25788019,Benešov,Středočeský kraj,bezdekov@lekarnaalma.cz,317 728 712,Lékárna,Tier 3
75,Lékárna Na Drážce,25946030,Pardubice,Pardubický kraj,lekarna.drazka@seznam.cz,702 015 808,Lékárna,Tier 2
75,Lékárna Na Hraniční,28809173,Svitavy,Pardubický kraj,hranicni@lekarnasvitavy.cz,461 532 049,Lékárna,Tier 3
75,LÉKÁRNA NA JIHU,01506251,Žatec,Ústecký kraj,"info@lekarna-zatec.cz, najihu@lekarna-zatec.cz",415 748 199,Lékárna,Tier 3
75,Lékárna Na městečku,46975446,Vracov,Jihomoravský kraj,vracov@lekarnakoruna.cz,"518 616 132, 725 371 744",Lékárna,Tier 3
75,Lékárna na náměstí,49436163,Slavkov u Brna,Jihomoravský kraj,lekarna-namesti@email.cz,544 241 106,Lékárna,Tier 3
75,Lékárna Na náměstí,01506251,Žatec,Ústecký kraj,"info@lekarna-zatec.cz, nanamesti@lekarna-zatec.cz",415 710 908,Lékárna,Tier 3
75,Lékárna Na Náměstí,25586688,Třešť,Kraj Vysočina,casova@volny.cz,"567 234 156, 725 753 169",Lékárna,Tier 3
75,LÉKÁRNA NA NÁMĚSTÍ s.r.o.,27664635,Polná,Kraj Vysočina,lekarnapolna@centrum.cz,567 212 321,Lékárna,Tier 3
75,Lékárna na Náměstí Svobody,27727564,Slušovice,Olomoucký kraj,namesti@slusovicelekarna.cz,"577 544 138, 736 222 073",Lékárna,Tier 3
75,Lékárna Na poliklinice,25788019,Pacov,Jihočeský kraj,lekarna.polpac@seznam.cz,565 443 496,Lékárna,Tier 3
75,Lékárna Na poliklinice,49436163,Slavkov u Brna,Jihomoravský kraj,lekarna-slavkov@email.cz,544 221 531,Lékárna,Tier 3
75,Lékárna Na Poliklinice,27695735,Kuřim,Jihomoravský kraj,"lekarnakurim@volny.cz, poliklinika@lekarnakurim.cz","541 231 041, 720 035 705",Lékárna,Tier 3
75,Lékárna Na Poliklinice,27530981,Dvůr Králové nad Labem,Pardubický kraj,dk@khl.cz,499 629 285,Lékárna,Tier 3
75,Lékárna Na Poliklinice,25934813,Choceň,Pardubický kraj,chocen@ipcnet.cz,"465 322 652, 605 487 354",Lékárna,Tier 3
75,LÉKÁRNA NA POLIKLINICE,26977737,Veselí nad Moravou,Jihomoravský kraj,napoliklinice@centrum.cz,"518 326 080, 910 807 094",Lékárna,Tier 3
75,Lékárna na Poliklinice II,73122386,Olomouc,Olomoucký kraj,lekarnanapoliklinice2@seznam.cz,585 506 114,Lékárna,Tier 2
75,"Lékárna ""Na poště""",25508059,Blansko,Jihomoravský kraj,lekarna@lekarnabk.cz,"702 031 177, 725 999 528",Lékárna,Tier 3
75,Lékárna Na Sídlišti,06807356,Nymburk,Středočeský kraj,sidliste@nympharm.cz,325 531 113,Lékárna,Tier 3
75,Lékárna Na Slovanech,27551296,Pardubice,Pardubický kraj,lekarnanaslovanech@seznam.cz,466 030 798,Lékárna,Tier 2
75,Lékárna Na středisku,28629124,Olomouc,Olomoucký kraj,lekarna@medieffect.cz,585 415 188,Lékárna,Tier 2
75,Lékárna Na Školské s.r.o.,26877571,Zábřeh,Zlínský kraj,volkova.monika@lekarnyzabreh.cz,"583 412 788, 603 815 855",Lékárna,Tier 3
75,Lékárna Na Špitálku,25945050,Litomyšl,Kraj Vysočina,spitalek@lit.cz,461 615 034,Lékárna,Tier 3
75,Lékárna Na Zlaté stezce,46883088,Kašperské Hory,Plzeňský kraj,kasperky@asterpharma.cz,376 520 586,Lékárna,Tier 3
75,Lékárna Neopharm Letná,25633741,Praha,Praha,letna@neopharm.cz,736 500 457,Lékárna,Tier 1
75,Lékárna Neopharm Palmovka,25633741,Praha,Praha,palmovka@neopharmlekarna.cz.,736 500 458,Lékárna,Tier 1
75,Lékárna Neopharm Štefánikova,28570481,Praha,Praha,stefanikova@neopharmlekarna.cz,736 500 455,Lékárna,Tier 1
75,Lékárna Nerudova,29293910,Brno,Jihomoravský kraj,lekarnanerudova6@seznam.cz,727 907 798,Lékárna,Tier 1
75,Lékárna NEXT,07428693,Praha,Praha,lekarna@lekarnanext.cz,702 243 770,Lékárna,Tier 1
75,Lékárna NISA,28570481,Liberec,Liberecký kraj,liberec@mojelekarna.cz,"774 884 033, 488 572 308",Lékárna,Tier 2
75,Lékárna Novodvorská,29147042,Praha,Praha,novodvorska@mojelekarna.cz,241 491 875,Lékárna,Tier 1
75,Lékárna Nowa,26011441,Chrudim,Pardubický kraj,info@lekarnachrudim.cz,469 630 182,Lékárna,Tier 3
75,LÉKÁRNA NÝRSKO,27997413,Nýrsko,Plzeňský kraj,lek.nyrsko@gmail.com,376 571 112,Lékárna,Tier 3
75,Lékárna Odolena Voda,27152499,Odolena Voda,Středočeský kraj,lekarna.ov@volny.cz,"283 971 357, 605 799 018",Lékárna,Tier 3
75,Lékárna Oliva,19600321,Praha,Praha,lekarnaoliva@seznam.cz,733177283,Lékárna,Tier 1
75,Lékárna Panacea,46883088,Horažďovice,Plzeňský kraj,panacea@asterpharma.cz,376 512 681,Lékárna,Tier 3
75,Lékárna Paracelsus,28809173,Svitavy,Pardubický kraj,paracelsus@lekarnasvitavy.cz,461 533 411,Lékárna,Tier 3
75,Lékárna Pharmea,06807356,Nymburk,Středočeský kraj,poliklinika@nympharm.cz,325 511 534,Lékárna,Tier 3
75,Lékárna PLUS,09306293,Praha,Praha,lekarnaplus@email.cz,296 180 249,Lékárna,Tier 1
75,LÉKÁRNA POD BŘEČŤANEM s.r.o.,26225841,Ratíškovice,Jihomoravský kraj,lekarnaratiskovice@seznam.cz,"518 367 790, 736 535 595",Lékárna,Tier 3
75,Lékárna Pod nemocnicí,28284984,Blansko,Jihomoravský kraj,lekarna@podnemocnici.cz,516 414 715,Lékárna,Tier 3
75,Lékárna pod Smrkem,22570292,Nové Město pod Smrkem,Liberecký kraj,nmpodsmrkem@benu.cz,604 720 835,Lékárna,Tier 3
75,Lékárna Pod Smrkem,26354608,Toužim,Karlovarský kraj,podsmrkem@tiscali.cz,353 311 428,Lékárna,Tier 3
75,Lékárna Pod Věží s.r.o.,26910829,Holešov,Olomoucký kraj,lekarnapodvezi@volny.cz,573 397 031,Lékárna,Tier 3
75,Lékárna Pod Vyšehradem,01966430,Praha,Praha,"lekarnapodvysehradem@gmail.com, vysehrad@marhopharm.cz",602233126,Lékárna,Tier 1
75,Lékárna Polešovice,63482860,Polešovice,Jihomoravský kraj,lekarna.polesovice@seznam.cz,572 593 300,Lékárna,Tier 3
75,Lékárna Poliklinika,26087481,Trhové Sviny,Jihočeský kraj,info@lekarnapoliklinika.cz,386 322 196,Lékárna,Tier 3
75,Lékárna Poliklinika Hůrka,07233841,Praha,Praha,lekarna@hurka-poliklinika.cz,732649290,Lékárna,Tier 1
75,Lékárna Poliklinika Vrchlabí,26337436,Vrchlabí,Pardubický kraj,vrchlabi@ipcnet.cz,607 036 322,Lékárna,Tier 3
75,Lékárna PORT7,17956951,Praha,Praha,info@lekarnaport7.cz,773 792 180,Lékárna,Tier 1
75,Lékárna Postřelmovská,26877571,Zábřeh,Zlínský kraj,info@lekarnyzabreh.cz,583 455 236,Lékárna,Tier 3
75,Lékárna PRIVAMED,46885251,Plzeň,Plzeňský kraj,lekarna@privamed.cz,377 182 379,Nemocniční lékárna,Tier 1
75,Lékárna Pronatal Pharma,04614194,Praha,Praha,lekarnap@pronatal.cz,774701704,Lékárna,Tier 1
75,Lékárna Prosetice,03967883,Teplice,Ústecký kraj,lekarna.prosetice@post.cz,705955455,Lékárna,Tier 2
75,Lékárna Psychiatrické nemocnice Brno,00160105,Brno,Jihomoravský kraj,lekarna@pnbrno.cz,548123488,Nemocniční základní,Tier 1
75,Lékárna Radost,28471024,Praha,Praha,lek.bohnice@seznam.cz,233 543 504,Lékárna,Tier 1
75,Lékárna Regena,25294989,Lanškroun,Pardubický kraj,regena@lekarnylanskroun.cz,465 320 202,Lékárna,Tier 3
75,Lékárna REMEDIKA,25256025,Hradec Králové,Královéhradecký kraj,info@remedika.cz,493 035 319,Lékárna,Tier 2
75,Lékárna Rena Olomouc s.r.o.,01633309,Olomouc,Olomoucký kraj,lekarna.rena@seznam.cz,585 435 247,Lékárna,Tier 2
75,Lékárna Rubus,02137712,Rožnov pod Radhoštěm,Olomoucký kraj,rubus@rubus.cz,571 625 200,Lékárna,Tier 3
75,Lékárna S City,27238971,Praha,Praha,info@city-lekarna.cz,723223121,Lékárna,Tier 1
75,Lékárna Sadská,06013465,Sadská,Středočeský kraj,lekarny@cedes.cz,774 449 558,Lékárna,Tier 3
75,Lékárna Sagena,28659538,Frýdek-Místek,Moravskoslezský kraj,lekarna.sagena@gmail.com,558 111 158,Lékárna,Tier 2
75,Lékárna Sano,63047233,Ostrava,Moravskoslezský kraj,sano.futurum@mojelekarna.cz,731 595 730,Lékárna,Tier 1
75,Lékárna SANO Na poliklinice,25633741,Jablonec nad Nisou,Liberecký kraj,jablonec@mojelekarna.cz,483 300 087,Lékárna,Tier 3
75,Lékárna SAPA,05017432,Praha,Praha,lekarny@cedes.cz,722662016,Lékárna,Tier 1
75,Lékárna Sfinx,29147042,Brno,Jihomoravský kraj,brno@mojelekarna.cz,549 211 421,Lékárna,Tier 1
75,Lékárna Slatinice,29456347,Slatinice,Zlínský kraj,ales.krebs@farmacie.name,583 034 165,Lékárna,Tier 3
75,LÉKÁRNA SLAVIE,28283970,Kyjov,Jihomoravský kraj,lekarna.slavie@seznam.cz,"518 324 299, 736 535 595, 739 031 068",Lékárna,Tier 3
75,Lékárna Slovanka,04469780,Česká Lípa,Liberecký kraj,ceskolipak@seznam.cz,487 523 791,Lékárna,Tier 3
75,Lékárna SM SALIX,27530981,Červený Kostelec,Pardubický kraj,smsalix@khl.cz,491 463 116,Lékárna,Tier 3
75,Lékárna SNP,00545791,Brno,Jihomoravský kraj,lekarnasnp@gmail.com,776 299 096,Lékárna,Tier 1
75,Lékárna s.r.o.,60108525,Chlumec nad Cidlinou,Královéhradecký kraj,lekarna.chlumec@wo.cz,495 485 219,Lékárna,Tier 3
75,Lékárna SurGal Clinic,46965033,Brno,Jihomoravský kraj,lekarna@surgalclinic.cz,"532 149 348, 532 149 396",Nemocniční základní,Tier 1
75,Lékárna Štěstí,25395203,Velké Albrechtice,Moravskoslezský kraj,lekarnastesti@vas-lekarnik.cz,739 246 330,Lékárna,Tier 3
75,Lékárna Šumavská Tower,19074816,Brno,Jihomoravský kraj,lekarna.sumavska@gmail.com,530 515 976,Lékárna,Tier 1
75,Lékárna Tesco Mariánské Lázně,27987400,Mariánské Lázně,Karlovarský kraj,ml@ipcnet.cz,605 178 184,Lékárna,Tier 3
75,Lékárna Tesco Poděbrady,02811944,Poděbrady,Středočeský kraj,podebrady@ipcnet.cz,602 667 921,Lékárna,Tier 3
75,Lékárna Tesla,28426568,Pardubice,Pardubický kraj,lekarnatesla@mspharma.cz,466 686 560,Lékárna,Tier 2
75,Lékárna Těšnov s.r.o.,23055791,Praha,Praha,lekarnatesnov@seznam.cz,776378822,Lékárna,Tier 1
75,Lékárna Tilia,25479571,Frýdlant,Liberecký kraj,tilia.lekarna@seznam.cz,482 311 367,Lékárna,Tier 3
75,Lékárna Tilia,27997413,Kdyně,Plzeňský kraj,lek.kdyne@gmail.com,379 731 099,Lékárna,Tier 3
75,Lékárna TILIA,26911582,Jihlava,Kraj Vysočina,tilia@kf.cz,567 310 956,Lékárna,Tier 2
75,Lékárna TILIA,29294533,Křižanov,Kraj Vysočina,krizanov@ipcnet.cz,566 543 453,Lékárna,Tier 3
75,Lékárna Tomášov,25551868,Zlín,Olomoucký kraj,info@lekarna-tomasov.cz,577 012 877,Lékárna,Tier 2
75,Lékárna TOP,72594357,Děčín,Ústecký kraj,lekarna.top@volny.cz,412 531 025,Lékárna,Tier 2
75,Lékárna Topolová,09852123,Most,Ústecký kraj,lekarna@poliklinikamost.cz,775 223 439,Lékárna,Tier 2
75,Lékárna TRIO,28855451,Jičín,Královéhradecký kraj,"lekarna.trio@centrum.cz, obchod@lekarnatrio.cz",493 533 199,Lékárna,Tier 3
75,Lékárna Tvrdonice,06701591,Tvrdonice,Jihomoravský kraj,info@lekarnatvrdonice.cz,603 580 960,Lékárna,Tier 3
75,Lékárna U Aleje,60931965,Havlíčkův Brod,Kraj Vysočina,lekarnaualeje@tiscali.cz,569 425 190,Lékárna,Tier 3
75,Lékárna U Anděla,25282573,Železný Brod,Liberecký kraj,uandela@poliklinikazb.cz,488 588 893,Lékárna,Tier 3
75,Lékárna U anděla strážce,25945050,Litomyšl,Kraj Vysočina,andel.strazce@lit.cz,461 615 457,Lékárna,Tier 3
75,Lékárna U Andělů,88726321,Katovice,Jihočeský kraj,lekarnauandelu@seznam.cz,730 183 175,Lékárna,Tier 3
75,Lékárna U Anny,25864173,Fulnek,Moravskoslezský kraj,fulnek@stavovska.cz,556 740 097,Lékárna,Tier 3
75,"Lékárna u Asklepia, spol.s r.o.",46968491,Žďár nad Sázavou,Kraj Vysočina,"lekarna@asklepius.cz, zdar.studentska@benu.cz",566 622 447,Lékárna,Tier 3
75,Lékárna U Černého orla,25633741,Vamberk,Královéhradecký kraj,vamberk@mojelekarna.cz,494 541 314,Lékárna,Tier 3
75,Lékárna U Černého orla,64631737,Vidnava,Zlínský kraj,lekarna.vidnava@cbox.cz,584 435 114,Lékárna,Tier 3
75,Lékárna U Červeného kostela s.r.o.,05724759,Olomouc,Olomoucký kraj,pharmacia@seznam.cz,585 227 126,Lékárna,Tier 2
75,Lékárna U České koruny,62064312,Jilemnice,Královéhradecký kraj,koruna@lekarenskyholding.cz,481 311 660,Lékárna,Tier 3
75,Lékárna U České Koruny,08808457,Praha,Praha,korunalekarna@seznam.cz,722 904 520,Lékárna,Tier 1
75,Lékárna U doktora z hor,25935577,Smržovka,Liberecký kraj,info@lekarnasmrzovka.cz,483 305 231,Lékárna,Tier 3
75,Lékárna U Gymnázia,63505622,Karlovy Vary,Karlovarský kraj,cedvo@email.cz,353 233 838,Lékárna,Tier 2
75,Lékárna U Hedviky,22802231,Kamenický Šenov,Liberecký kraj,"lekarnasenov@cbox.cz, info@lekarnauhedviky.cz",487 764 957,Lékárna,Tier 3
75,Lékárna U Herkula,25864173,Břeclav,Jihomoravský kraj,uherkula@stavovska.cz,519 324 519,Lékárna,Tier 3
75,"Lékárna U Hromádků, s.r.o.",29246865,Moravské Budějovice,Jihomoravský kraj,lekarnauhromadku@seznam.cz,732 595 410,Lékárna,Tier 3
75,Lékárna U Itálie,01733800,Náchod,Pardubický kraj,info@lekarnauitalie.cz,"491 423 999, 777 155 985",Lékárna,Tier 3
75,Lékárna U Jednorožce,04977076,Ostrava,Moravskoslezský kraj,jednorozec@lekarna4you.cz,5966112543,Lékárna,Tier 1
75,LÉKÁRNA U KOMENSKÉHO,27668665,Kroměříž,Olomoucký kraj,lekarna.kom@mybox.cz,573 331 533,Lékárna,Tier 3
75,Lékárna U Labe,49116886,Děčín,Ústecký kraj,zgregorova@email.cz,412 151 563,Lékárna,Tier 2
75,Lékárna U Matky Boží,27279847,Litoměřice,Ústecký kraj,umatkybozi@seznam.cz,416 733 814,Lékárna,Tier 3
75,Lékárna U milosrdného Samaritána,27471691,Lanškroun,Pardubický kraj,lekarnausamaritana@seznam.cz,465 323 118,Lékárna,Tier 3
75,Lékárna U MISTRA KONRÁDA,28570481,Dolní Benešov,Moravskoslezský kraj,dbenesov@mojelekarna.cz,553 651 266,Lékárna,Tier 3
75,Lékárna U Mostu,27451178,Týnec nad Sázavou,Středočeský kraj,lekarnaumostu@seznam.cz,776 811 359,Lékárna,Tier 3
75,Lékárna U Muzea,01620053,České Budějovice,Jihočeský kraj,lekarna-muzeum@volny.cz,386 360 335,Lékárna,Tier 2
75,Lékárna U Muzea,28570481,Liberec,Liberecký kraj,liberec2@mojelekarna.cz,485 105 593,Lékárna,Tier 2
75,Lékárna U Nádraží,04774353,Znojmo,Jihomoravský kraj,unadrazi@volny.cz,515 294 740,Lékárna,Tier 2
75,Lékárna U Nádraží,29255406,Břeclav,Jihomoravský kraj,lekarna-breclav@hytych.cz,519 370 293,Lékárna,Tier 3
75,Lékárna U Okřídleného býka,03048497,Chomutov,Ústecký kraj,lek.ubyka@volny.cz,474 629 587,Lékárna,Tier 2
75,Lékárna u Palladia,19866453,Praha,Praha,meridienpharm@gmail.com,773 288 024,Lékárna,Tier 1
75,"Lékárna U Panny Marie Pomocné, s.r.o.",26082811,Suchdol nad Lužnicí,Jihočeský kraj,info@lekarnasuchdol.cz,384 781 155,Lékárna,Tier 3
75,Lékárna U Perly,27557243,Ústí nad Orlicí,Pardubický kraj,lekarnaperla@seznam.cz,465 611 711,Lékárna,Tier 3
75,Lékárna u polikliniky,26836718,Litovel,Zlínský kraj,upolikliniky@lekarna-litovel.cz,585 150 019,Lékárna,Tier 3
75,Lékárna U polikliniky,28637119,Jablunkov,Moravskoslezský kraj,1lekarnaupolikliniky@centrum.cz,553 034 757,Lékárna,Tier 3
75,Lékárna u polikliniky III,25293117,Hradec Králové,Královéhradecký kraj,lekarna.poliklinika3@medial-pharma.cz,495 404 963,Lékárna,Tier 2
75,Lékárna U pošty,26977737,Veselí nad Moravou,Jihomoravský kraj,lekarnauposty@centrum.cz,"518 327 377, 910 807 856",Lékárna,Tier 3
75,Lékárna U Radnice,27705463,Valašské Klobouky,Olomoucký kraj,lekarnavk@seznam.cz,577 320 281,Lékárna,Tier 3
75,Lékárna U RAKA,01742981,Valtice,Jihomoravský kraj,valticeuraka@gmail.com,519 352 509,Lékárna,Tier 3
75,Lékárna U Řeky,87981670,Trutnov,Pardubický kraj,info@lekarnaureky.cz,499 397 765,Lékárna,Tier 3
75,Lékárna U Salvátora,02297655,Mimoň,Liberecký kraj,lekusalvatora@volny.cz,"487 863 640, 487 863 639",Lékárna,Tier 3
75,Lékárna U Slunce,03944182,Děčín,Ústecký kraj,l.freibergova@seznam.cz,412 532 186,Lékárna,Tier 2
75,Lékárna U Spasitele,17730414,Praha,Praha,"luisakraj@gmail.com, uspasitelelekarna@gmail.com","602 465 825, 224 922 426",Lékárna,Tier 1
75,Lékárna U Sv. Anežky,46351655,Lety,Středočeský kraj,info@lekarnalety.cz,603 188 833,Lékárna,Tier 3
75,Lékárna U sv. Františka,70599602,Karviná,Moravskoslezský kraj,apteka@seznam.cz,596 311 824,Lékárna,Tier 2
75,Lékárna U sv. Havla,25934813,Rychnov nad Kněžnou,Královéhradecký kraj,havel@ipcnet.cz,725 835 691,Lékárna,Tier 3
75,Lékárna U sv. Mikuláše,49903012,Louny,Ústecký kraj,lekarna@arsys.cz,"415 653 469, 777 233 058",Lékárna,Tier 3
75,Lékárna U sv. Vavřince,49437445,Bystřice nad Pernštejnem,Kraj Vysočina,vavrinec.bnp@lekia.cz,566 552 474,Lékárna,Tier 3
75,Lékárna U sv.Alžběty,47911492,Uherské Hradiště,Jihomoravský kraj,lekalzbeta@uh.cz,572 551 838,Lékárna,Tier 3
75,"Lékárna U Sv.Anny, s.r.o.",26935490,Telč,Kraj Vysočina,lektelc@volny.cz,"567 213 622, 776 840 274",Lékárna,Tier 3
75,"Lékárna U svaté Alžběty, s.r.o.",28319974,Znojmo,Jihomoravský kraj,alzbetaznojmo@seznam.cz,"515 224 562, 721 468 812",Lékárna,Tier 2
75,Lékárna U Svaté Terezie,04270142,Náchod,Pardubický kraj,info@lekarnaterezie.cz,493 034 010,Lékárna,Tier 3
75,Lékárna U Školy,10869565,Hanušovice,Zlínský kraj,koupil@levnylek.cz,583 231 223,Lékárna s OOVL,Tier 3
75,Lékárna U Terminálu,64254305,Turnov,Královéhradecký kraj,lekarnauterminalu@lekarenskyholding.cz,484 803 024,Lékárna,Tier 3
75,Lékárna U Tří lvů,26070952,České Budějovice,Jihočeský kraj,lekroznov@volny.cz,386 321 184,Lékárna,Tier 2
75,Lékárna U Tří sloupů,45494339,Velká Bíteš,Kraj Vysočina,kveta_richter@volny.cz,566 531 416,Lékárna,Tier 3
75,Lékárna U Vojenské nemocnice,21536538,Brno,Jihomoravský kraj,info@lekarnauvojenskenemocnice.cz,545 211 517,Lékárna,Tier 1
75,Lékárna U Výstaviště,29381223,Přerov,Olomoucký kraj,prerov.uvystaviste@benu.cz,720050067,Lékárna,Tier 2
75,Lékárna U Zámku,04553713,Tovačov,Olomoucký kraj,info@lekarna-uzamku.cz,"581 731 728, 605205848",Lékárna,Tier 3
75,Lékárna U Zlaté rybky,02748126,České Budějovice,Jihočeský kraj,lekarnazlatarybka@email.cz,734 177 877,Lékárna,Tier 2
75,Lékárna U Zlatého hada,27530981,Česká Skalice,Pardubický kraj,uzlatehohada@khl.cz,491 452 930,Lékárna,Tier 3
75,Lékárna U Zlatého kříže,49588818,Klimkovice,Moravskoslezský kraj,556420127@iol.cz,556 420 127,Lékárna,Tier 3
75,Lékárna U Zvonice,26003538,Vysoké Mýto,Pardubický kraj,uzvonice@lekarnavm.cz,"465 483 138, 605 864 903",Lékárna,Tier 3
75,Lékárna ÚHKT,00023736,Praha,Praha,Martina.lisa@uhkt.cz,221 977 466,Lékárna,Tier 1
75,Lékárna ÚPMD,00023698,Praha,Praha,lekarna@upmd.eu,296 511 151-3,Nemocniční lékárna,Tier 1
75,Lékárna Urban,04691377,Lanškroun,Pardubický kraj,lekarna.urban@seznam.cz,465 320 340,Lékárna,Tier 3
75,Lékárna v Ambulantním pavilonu,27530981,Náchod,Pardubický kraj,AP@KHL.cz,491 601 592,Lékárna,Tier 3
75,Lékárna v Dolních Počernicích,08644969,Praha,Praha,lekarnavdolnichpocernicích@lekarnybezhranic,608 037 009,Lékárna,Tier 1
75,Lékárna v Italské,24726346,Milovice,Středočeský kraj,lekarnavitalske@centrum.cz,325 511 399,Lékárna,Tier 3
75,Lékárna V Lipkách,25251791,Hradec Králové,Královéhradecký kraj,v_lipkach@volny.cz,601 591 002,Lékárna,Tier 2
75,Lékárna v Lošticích,60801271,Loštice,Zlínský kraj,lekarna.lostice@tiscali.cz,583 445 270,Lékárna,Tier 3
75,Lékárna v nemocnici Broumov,27530981,Broumov,Pardubický kraj,broumov@khl.cz,491 582 367,Lékárna,Tier 3
75,Lékárna V Podolí,06609147,Praha,Praha,jinalekarna@gmail.cz,739 523 829,Lékárna,Tier 1
75,LÉKÁRNA VALDEK,28260082,Hořovice,Středočeský kraj,horovice@lekhoro.cz,311 514 090,Lékárna,Tier 3
75,Lékárna ve Smilovce,28828194,Pardubice,Pardubický kraj,lekarnavesmilovce@centrum.cz,463 034 049,Lékárna,Tier 2
75,Lékárna Ve středisku,63024667,Albrechtice,Moravskoslezský kraj,lekalbr@volny.cz,596 428 457,Lékárna,Tier 3
75,LÉKÁRNA VE VOTICÍCH s.r.o.,27096777,Votice,Středočeský kraj,lekarna.votice@seznam.cz,317 812 217,Lékárna,Tier 3
75,Lékárna Velké Popovice,71505083,Velké Popovice,Středočeský kraj,lekarna.vp@centrum.cz,323 665 220,Lékárna,Tier 3
75,Lékárna VELVARY,28570481,Velvary,Středočeský kraj,velvary@mojelekarna.cz,703 474 448,Lékárna,Tier 3
75,Lékárna Veronica,27530981,Červený Kostelec,Pardubický kraj,veronica@khl.cz,491 421 875,Lékárna,Tier 3
75,Lékárna Veverka,25896440,Karviná,Moravskoslezský kraj,lekarna.veverka@seznam.cz,596 768 188,Lékárna,Tier 2
75,Lékárna Viola,70597201,Frýdek-Místek,Moravskoslezský kraj,lekarnaviola@gmail.com,558 645 906,Lékárna,Tier 2
75,Lékárna Violka,03348962,Batelov,Kraj Vysočina,lekarnaviolka@seznam.cz,567 211 784,Lékárna,Tier 3
75,Lékárna Vitalis,03902161,České Velenice,Jihočeský kraj,lekarnavitalis@email.cz,384 794 262,Lékárna,Tier 3
75,Lékárna Vitalpoint,25663585,Tuchoměřice,Středočeský kraj,chudoba@chudo.cz,724130383,Lékárna,Tier 3
75,Lékárna Vodičkova,48590258,Praha,Praha,lekarna.vodickova38@gmail.com,773 288 024,Lékárna,Tier 1
75,"Lékárna Za Mlýnem, s.r.o.",29359091,Staré Město,Jihomoravský kraj,lekarnazamlynem@seznam.cz,572 541 052,Lékárna,Tier 3
75,Lékárna Zahradní,26066203,České Budějovice,Jihočeský kraj,lekarna-zahradni@cbox.cz,"385 310 144, 702 071 020",Lékárna,Tier 2
75,Lékárna Žabovřesky,07122322,Brno,Jihomoravský kraj,info@lekarnazabovresky.cz,736445736,Lékárna,Tier 1
75,Lékárna Živa,06426425,Ždírec nad Doubravou,Kraj Vysočina,jana.drdlova@lekarnaziva.cz,778 727 686,Lékárna,Tier 3
75,"Lékárna 1. lékárenská Kyjov, s.r.o.",63482860,Kyjov,Jihomoravský kraj,lekarnakyjov@seznam.cz,518 614 524,Lékárna,Tier 3
75,Lékárna 111,45211191,Vrbno pod Pradědem,Zlínský kraj,lekarna111@seznam.cz,554 751 619,Lékárna,Tier 3
75,Lékárna 2. května,06807356,Nymburk,Středočeský kraj,2.kvetna@nympharm.cz,325 514 514,Lékárna,Tier 3
75,Lék.Nem.Milosrd.sester sv.K.Boromejského v Praze,73634085,Praha,Praha,lekarna@nmskb.cz,"257 197 342, 257 197 343, 257 197 421",Nemocniční lékárna,Tier 1
75,Magistra Lékárna Bellis,24801011,Třebíč,Jihomoravský kraj,lekarna.bellis@volny.cz,730 840 222,Lékárna,Tier 2
75,Magistra Lékárna U růže,24801011,Třeboň,Jihočeský kraj,lek.uruze@seznam.cz,384 721 877,Lékárna,Tier 3
75,Magistra Lékárna U Tyrše,24801011,Krupka,Ústecký kraj,utyrse@seznam.cz,417861330,Lékárna,Tier 3
75,"Masarykův onkologický ústav, Ústavní lékárna",00209805,Brno,Jihomoravský kraj,stanislav.synek@mou.cz,543 136 500,Nemocniční lékárna,Tier 1
75,Métis,25216791,Stod,Plzeňský kraj,stod@devetsil.cz,377 970 690,Lékárna,Tier 3
75,Modrá lékárna,08637105,Hořovice,Středočeský kraj,honza.slaboch@gmail.com,311 516 600,Lékárna,Tier 3
75,Modrá lékárna,25522612,Zlín,Olomoucký kraj,modra.lekarna@seznam.cz,573 776 020,Lékárna,Tier 2
75,Na Hradě,25046489,Hrádek nad Nisou,Liberecký kraj,lekarnanahrade@seznam.cz,482 311 660,Lékárna,Tier 3
75,Na Hvězdě,47767871,Teplice,Ústecký kraj,lekarnanahvezde@volny.cz,417 575 322,Lékárna,Tier 2
75,Na Poliklinice,25282573,Železný Brod,Liberecký kraj,lekarna@poliklinikazb.cz,488 588 272,Lékárna,Tier 3
75,Na Ptákách,73606553,Jaroměř,Pardubický kraj,lekarna.naptakach@seznam.cz,491 810 153,Lékárna,Tier 3
75,Nemocnice Na Františku - ústavní lékárna,00879444,Praha,Praha,Lekarna@nnfp.cz,"222 311 870, 222 801 328, 222 801 397",Nemocniční lékárna,Tier 1
75,Nemocniční lékárna,65269705,Brno,Jihomoravský kraj,machacova.ivana@fnbrno.cz,532 238 484,Nemocniční základní,Tier 1
75,Nemocniční lékárna,65269705,Brno,Jihomoravský kraj,kozakova.sarka@fnbrno.cz,532232438,Nemocniční lékárna,Tier 1
75,Nemocniční lékárna,65269705,Brno,Jihomoravský kraj,"sikulova.denisa@fnbrno.cz, mrkos.miroslav@fnbrno.cz","532 234 181, 532 234 416, 532 234 617, 532 234 646",Nemocniční základní,Tier 1
